제목,방송 기간,방송 시간,방송 횟수,장르,채널,방송 시작
내여자, 2008년 7월 26일 ~ 2008년 11월 8일," 매주 토, 일 오후 10시 35분", 24부작, 텔레비전 드라마, 문화방송,2008-07-26 00:00:00
새엄마, 2001년 11월 5일 ~ 2002년 8월 3일, 매주 월요일 ~ 토요일 오전 8:05 ~ 8:30, 233부작," 드라마, 소설", KBS 1TV,2001-11-05 00:00:00
겨울나그네, 1990년 3월 28일 ~ 1990년 6월 21일," 수요일, 목요일 밤 (시간) 9시 50분", 14부작, 드라마, 한국방송공사,1990-03-28 00:00:00
고교처세왕, 2014년 6월 16일 ~2014년 8월 12일," 월요일, 화요일 밤 11시", 17부작, 드라마, tvN,2014-06-16 00:00:00
무사백동수," 2011년 7월 4일 ~ 2011년 10월 10일
(2011년 10월 11일 스페셜 방영)", SBS 월화드라마, 29부작 + 스페셜 1부작, 무협 사극, SBS,2011-07-04 00:00:00
라이브, 2018년 3월 10일 ~ 2018년 5월 6일," 매주 토, 일요일 밤 9시", 18부작, 텔레비전 드라마 드라마음악 드라마음악 드라마음악 드라마음악, tvN,2018-03-10 00:00:00
너와나의노래, 1998년 5월 4일 ~ 1998년 9월 18일, 월요일 ~ 토요일 오전 8시 10분, , 드라마, 한국방송공사,1998-05-04 00:00:00
못잊어, 1997년 3월 3일 ~ 1997년 8월 2일, 매주 월~토요일 오전 9시, 131부작, 텔레비전 드라마, 문화방송,1997-03-03 00:00:00
자전거를타는여자, 1996년 2월 5일 ~ 1996년 8월 30일, 월요일 ~ 금요일 밤 (시간) 8시 50분 ~ 9시 20분, 141부작, 텔레비전 드라마, SBS TV,1996-02-05 00:00:00
오작교형제들, 2011년 8월 6일 ~ 2012년 2월 19일," 토요일, 일요일 밤 7시 55분 ~ 9시 5분", 58부작, 가족, KBS 2TV,2011-08-06 00:00:00
주홍글씨, 2010년 8월 9일 ~ 2011년 4월 1일, 월요일 ~ 금요일 오전 7시 50분 ~ 8시 30분, 165부작, 텔레비전 드라마, 문화방송,2010-08-09 00:00:00
야호, 1987년 3월 9일 ~ 1987년 3월 31일, 매주 월·화요일 밤 9시 45분 ~ 10시 45분, 8부작, 텔레비전 드라마, 문화방송,1987-03-09 00:00:00
야망의세월, 1990년 10월 20일 ~ 1991년 10월 20일," 토요일, 일요일 밤 (시간) 8시 ~ 9시", 100부작, 드라마, KBS2,1990-10-20 00:00:00
의가형제, 1997년 1월 13일 ~ 1997년 3월 4일," 매주 월{{,}}화요일 밤 9시 55분", 16부작," 멜로, 의학", MBC,1997-01-13 00:00:00
청춘의덫, 1978년 8월 19일 ~ 1978년 11월 5일, 매주 주말 저녁 7시 30분 ~ 8시 15분매주 주말 저녁 7시 20분 ~ 8시 5분, 20부작, 텔레비전 드라마, 문화방송,1978-08-19 00:00:00
그녀가돌아왔다, 2005년 6월 27일 ~ 2005년 8월 16일," 월요일, 화요일 밤 (시간) 9시 55분 ~ 11시 5분", 16부작, 텔레비전 드라마, KBS 2TV,2005-06-27 00:00:00
착한여자백일홍, 2007년 10월 1일 ~ 2008년 4월 19일, 월요일 ~ 토요일 오전 9시 ~ 9시 30분, 174부작, 텔레비전 드라마, KBS 2TV,2007-10-01 00:00:00
로망스, 2002년 5월 8일 ~ 2002년 6월 27일, 매주 수·목요일 밤 9시 55분, 16부작, 텔레비전 드라마, 문화방송,2002-05-08 00:00:00
정, 1971년 3월 16일 ~ 1971년 10월 26일, 월요일 ~ 토요일 밤 (시간) 9시 10분 ~ 9시 30분, 192부작, 드라마, MBC,1971-03-16 00:00:00
직장의신, 2013년 4월 1일 ~ 2013년 5월 21일," 월요일, 화요일 밤 (시간) 10시", 16부작," 비즈니스, 코미디      ", KBS 2TV,2013-04-01 00:00:00
로드넘버원, 2010년 6월 23일 ~ 2010년 8월 26일," 수요일, 목요일 밤 9시 55분", 20부작," 전쟁, 멜로", MBC,2010-06-23 00:00:00
달콤한인생, 2008년 5월 3일 ~ 2008년 7월 20일," 토, 일 오후 10시 35분", 24부작," 텔레비전 드라마, 멜로", MBC,2008-05-03 00:00:00
복수노트, 2017년 10월 27일 ~ 2018년 1월 5일, 매주 금요일 10시, 22부작," 드라마, 로맨스, 하이틴 드라마음악"," SK브로드밴드, B TV",2017-10-27 00:00:00
왜그래풍상씨, 2019년 1월 9일 ~ 2019년 3월 14일," 매주 수요일, 목요일 밤 10:00 ~ 11:10", 40부작 + 스페셜 1부작," 가족, 코미디", KBS 2TV,2019-01-09 00:00:00
응답하라1988, 2015년 11월 6일 ~ 2016년 1월 16일, 매주 금 · 토요일 저녁 7시 50분, 20부작," 시대극, 로맨스, 코미디, 가족극 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악", tvN,2015-11-06 00:00:00
사람의집, 1999년 4월 5일 ~ 1999년 10월 15일, 월요일 ~ 금요일 밤 (시간) 8시 30분 ~ 9시, , 드라마, KBS 제1TV,1999-04-05 00:00:00
달의연인-보보경심려, 2016년 8월 29일 ~ 2016년 11월 1일, , 20부작," 퓨전 사극, 판타지, 청춘, 로맨스", SBS TV,2016-08-29 00:00:00
이여자가사는법, 1994년 10월 8일 ~ 1995년 5월 13일," 토요일, 일요일 밤 (시간) 8시 50분 ~ 9시 50분", 64부작, 드라마, SBS,1994-10-08 00:00:00
추적자THECHASER, 2012년 5월 28일 ~ 2012년 7월 17일," 월요일, 화요일 밤 9시 55분", 16부작 + 스페셜 2부작," 법률, 텔레비전 드라마, 복수극 드라마 드라마", SBS TV,2012-05-28 00:00:00
"웃어요,엄마", 2010년 11월 6일 ~ 2011년 4월 24일," 토요일, 일요일 밤 (시간) 8시 40분 ~ 9시 50분", 50부작, 텔레비전 드라마, SBS,2010-11-06 00:00:00
폭풍의여자, 2014년 11월 3일 ~ 2015년 5월 15일, 월요일 ~ 금요일 오전 7시 50분 ~ 8시 30분, 140부작, 드라마 · 연속극, MBC TV,2014-11-03 00:00:00
바람의노래, 1998년 4월 20일 ~ 1998년 7월 28일," 매주 월,화 밤 9시 55분", 30부작, 드라마, SBS,1998-04-20 00:00:00
막돼먹은영애씨11, 2012년 11월 29일 ~ 2013년 3월 28일, 매주 목요일 밤 11시, 18부작, 텔레비전 드라마, tvN,2012-11-29 00:00:00
막돼먹은영애씨4, 2008년 9월 5일 ~ 2008년 12월 19일, 매주 금요일 밤 11시, 16부작, 텔레비전 드라마, tvN,2008-09-05 00:00:00
식객, 2008년 6월 17일 ~ 2008년 9월 9일," 매주 월, 화 밤 9시 55분", 24부작, 요리, SBS,2008-06-17 00:00:00
즐거운나의집, 2010년 10월 27일 ~ 2010년 12월 23일," 수요일, 목요일 밤 9시 55분 ~ 11시 5분", 16부작, 텔레비전 드라마, MBC,2010-10-27 00:00:00
야망, 1994년 1월 5일 ~ 1994년 10월 13일," 수요일, 목요일 밤 (시간) 9시 50분 ~ 10시 50분", 80부작, 드라마, 문화방송,1994-01-05 00:00:00
천일의약속, 2011년 10월 17일 ~ 2011년 12월 20일, SBS 월화드라마, 20부작, 텔레비전 드라마, SBS,2011-10-17 00:00:00
한번다녀왔습니다, 2020년 3월 28일 ~ 현재, 매주 주말 저녁 7:55 ~ 밤 9:15, 100부작," 가족, 코미디", KBS 2TV,2020-03-28 00:00:00
불량가족, 2006년 3월 22일 ~ 2006년 5월 11일," 수, 목 밤 9시 55분", 16부작," 가족, 로맨스, 코믹", SBS,2006-03-22 00:00:00
질주, 1997년 9월 1일 ~ 1997년 9월 30일," 월요일, 화요일 밤 (시간) 9시 50분", 10부작, 드라마, 한국방송공사,1997-09-01 00:00:00
구가의서, 2013년 4월 8일 ~ 2013년 6월 25일," 월요일, 화요일 밤 (시간) 10시 ~ 11시 20분", 24부작," 시대극, 판타지, 로맨스, 드라마          ", MBC TV,2013-04-08 00:00:00
아직도결혼하고싶은여자, 2010년 1월 20일 ~ 2010년 3월 11일, 문화방송 수목 미니시리즈, 16부작, 텔레비전 드라마, MBC,2010-01-20 00:00:00
주군의태양, 2013년 8월 7일 ~ 2013년 10월 3일," 수요일, 목요일 밤 10시 ~ 11시 15분", 17부작, 로맨틱 호러 코미디 드라마 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악, SBS TV,2013-08-07 00:00:00
미스터기간제, 2019년 7월 17일 ~ 2019년 9월 5일," 매주 수요일, 목요일 밤 11시 ~ 12시 20분", 16부작," 추리, 범죄, 스릴러 드라마음악 드라마음악 드라마음악", OCN (텔레비전 채널),2019-07-17 00:00:00
언터처블, 2017년 11월 24일 ~ 2018년 1월 20일," 매주 금요일, 토요일 밤 (시간) 11시", 16부작, 드라마, JTBC,2017-11-24 00:00:00
메모리스트, 2020년 3월 11일 ~ 2020년 4월 30일," 매주 수요일, 목요일 밤 10시 50분", 16부작," 미스터리, 스릴러", tvN,2020-03-11 00:00:00
예쁜남자, 2013년 11월 20일 ~ 2014년 1월 9일," 수요일, 목요일 밤 (시간) 10시", 16부작, 로맨틱 코미디 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악, KBS 제2TV,2013-11-20 00:00:00
마포무지개, 1992년 6월 6일 ~ 1992년 9월 27일," 토, 일요일 20시", 34부작, 드라마, MBC,1992-06-06 00:00:00
죽도록사랑해, 2003년 3월 1일 ~ 2003년 8월 17일, 매주 토·일요일 저녁 7시 55분, 49부작, 텔레비전 드라마, 문화방송,2003-03-01 00:00:00
불꽃, 2000년 2월 2일 ~ 2000년 5월 18일," 수요일, 목요일 밤 (시간) 9시 55분", 32부작, 드라마, SBS,2000-02-02 00:00:00
빛나는로맨스, 2013년 12월 23일 ~ 2014년 6월 20일, 평일 저녁 7시 15분 ~ 7시 55분, 122부작, 드라마 · 연속극 드라마음악 드라마음악 드라마음악, 문화방송,2013-12-23 00:00:00
THEK2, 2016년 9월 23일 ~ 2016년 11월 12일, 매주 금 · 토요일 밤 8시, 16부작, 드라마, tvN,2016-09-23 00:00:00
넌내게반했어, 2011년 6월 29일 ~ 2011년 8월 18일," 수요일, 목요일 밤 9시 55분 ~ 11시 5분", 15부작 + 스페셜 1부작, 텔레비전 드라마 드라마 음악 드라마 음악 드라마 음악 드라마 음악, MBC TV,2011-06-29 00:00:00
막돼먹은영애씨2, 2007년 9월 7일 ~ 2007년 12월 21일, 매주 금요일 밤 11시, 16부작, 텔레비전 드라마, tvN,2007-09-07 00:00:00
부탁해요캡틴, 2012년 1월 4일 ~ 2012년 3월 8일," 수요일, 목요일 밤 10시", 20부작, 전문직 드라마 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악, SBS,2012-01-04 00:00:00
순애, 1982년 5월 8일 ~ 1982년 12월 26일," 토, 일요일 오후 7시 50분", 68부작, 드라마, KBS2,1982-05-08 00:00:00
궁중잔혹사꽃들의전쟁, 2013년 3월 23일 ~ 2013년 9월 8일," 토요일, 일요일 밤 8시 45분", 50부작, 텔레비전 드라마, JTBC,2013-03-23 00:00:00
불꽃놀이, 1984년 10월 31일 ~ 1985년 4월 18일," 수요일, 목요일 밤 (시간) 9시 50분", 47부작, 드라마, 한국방송공사,1984-10-31 00:00:00
은하수, 1996년 3월 4일 ~ 1996년 8월 31일, 월요일 ~ 토요일 오전 8시 20분, , 드라마, 한국방송공사,1996-03-04 00:00:00
유산, 1989년 3월 4일 ~ 1989년 7월 2일, 매주 토·일요일 밤 8시, 36부작, 텔레비전 드라마, 문화방송,1989-03-04 00:00:00
베토벤바이러스, 2008년 9월 10일 - 2008년 11월 12일," 매주 수, 목 밤 9시 55분", 18부작 + 스페셜 1부작, 뮤지컬 드라마, 문화방송,2008-09-10 00:00:00
아이리스, 2009년 10월 14일 ~ 2009년 12월 17일, 한국방송공사 수목드라마, 20부작 + 스페셜 1부작, 블록버스터 첩보 액션 , KBS 2TV,2009-10-14 00:00:00
꽃보다여자, 2005년 4월 22일 ~ 2005년 7월 1일, 금요일 밤 (시간) 9시 55분 ~ 11시 55분, 20부작, 로맨스, SBS TV,2005-04-22 00:00:00
위기의남자, 2002년 4월 8일 ~ 2002년 6월 3일," 월요일, 화요일 밤 (시간) 9시 55분 ~ 11시 5분", 18부작, 텔레비전 드라마 , 문화방송,2002-04-08 00:00:00
막돼먹은영애씨17, 2019년 2월 8일 ~ 2019년 4월 26일, 매주 금요일 오후 11시, 12부작, 텔레비전 드라마, tvN,2019-02-08 00:00:00
앨리스, 2020년 8월 ~ (방송 예정)," 매주 금, 토 밤 10:00~ 11:20", 16부작, 판타지, SBS,unknown
청담동스캔들, 2014년 7월 21일 ~ 2015년 1월 2일, 월요일 ~ 금요일 오전 8시 30분 ~ 9시 10분, 119부작, 드라마 · 연속극, SBS TV,2014-07-21 00:00:00
종합병원, 1994년 4월 17일 ~ 1996년 3월 3일, , 92부작," 드라마, 메디컬 드라마음악", 문화방송,1994-04-17 00:00:00
위대한유혹자, 2018년 3월 12일 ~ 2018년 5월 1일," 매주 월요일, 화요일 밤 (시간) 10:00 ~ 11:10", 32부작, 미스터리 로맨스, 문화방송,2018-03-12 00:00:00
엄마의선택, 2014년 10월 12일, 일요일 밤 (시간) 8시 45분, 2부작, 텔레비전 드라마, SBS,2014-10-12 00:00:00
사랑만할래, 2014년 6월 2일 ~ 2014년 12월 12일, 월요일 ~ 금요일 저녁 7시 20분 ~ 8시, 123부작, 드라마 · 연속극, SBS TV,2014-06-02 00:00:00
내사랑누굴까, 2002년 3월 2일 ~ 2002년 12월 29일," 토요일, 일요일 저녁 7시 50분 ~ 밤 8시 50분", 84부작, 텔레비전 드라마, KBS 2TV,2002-03-02 00:00:00
시크릿부티크, 2019년 9월 18일 ~ 2019년 11월 28일," 매주 수요일, 목요일 밤 10:00~ 11:10", 16부작," 멜로, 복수, 미스터리", SBS TV,2019-09-18 00:00:00
러브레터, 2003년 2월 10일 ~ 2003년 4월 1일," 매주 월,화 밤 9시 55분", 16부작, 텔레비전 드라마, MBC TV,2003-02-10 00:00:00
붉은달푸른해, 2018년 11월 21일 ~ 2019년 1월 16일," 매주 수요일, 목요일 밤 (시간) 10:00 ~ 11:10", 32부작, 미스터리 스릴러, MBC TV,2018-11-21 00:00:00
궁S, 2007년 1월 10일 ~ 2007년 3월 15일," 수요일, 목요일 밤 (시간) 9시 55분 ~ 11시 5분", 20부작," 판타지, 로맨스, 코미디", 문화방송,2007-01-10 00:00:00
굿바이미스터블랙, 2016년 3월 16일 ~ 2016년 5월 19일," 매주 수요일, 목요일 밤 9시 55분", 20부작," 멜로, 복수극", MBC TV,2016-03-16 00:00:00
모래시계," 1995년 1월 9일 ~ 1995년 2월 16일
(9개 지역 민방 네트워크: 1998년 1월 14일  ~ 1998년 2월 22일)"," 월요일 ~ 목요일 밤 (시간) 9시 50분 ~ 10시 50분(본방)
수요일 ~ 목요일, 토요일 ~ 일요일 밤 (시간) 9시 50분 ~ 10시 50분(재방)", 24부작, , SBS 1994 - 2000.png,1995-01-09 00:00:00
은주의방, 2018년 11월 6일 ~ 2019년 1월 22일, 매주 화요일 밤 (시간) 11시, 12부작, 드라마, OLIVE (방송 채널),2018-11-06 00:00:00
살아가는동안후회할줄알면서저지르는일들, 2008년 6월 9일 ~ 2008년 9월 15일," 월{{,}}화요일 밤 9시 55분", 4부작, , KBS 2TV,2008-06-09 00:00:00
후회합니다, 1977년 11월 5일 ~ 1978년 4월 9일, 아래 방송 시간 참조, 45부작, 텔레비전 드라마, 문화방송,1977-11-05 00:00:00
애인, 1996년 9월 2일 ~ 1996년 10월 22일, 매주 월 · 화요일 9시 50분, 16부작, 텔레비전 드라마, 문화방송,1996-09-02 00:00:00
공주의남자, 2011년 7월 20일 ~ 2011년 10월 6일," 수요일, 목요일 밤 9시 55분", 24부작," 사극, 로맨스, 액션       ", KBS 2TV,2011-07-20 00:00:00
사랑한다면, 1996년 12월 7일 ~ 1997년 4월 20일," 토요일, 일요일 밤 (시간) 8시 ~ 9시", 42부작, 드라마, 문화방송,1996-12-07 00:00:00
위기일발풍년빌라, 2010년 3월 5일 ~ 2010년 5월 7일, 금요일 밤 11시 ~ 11시 45분, 20부작, 텔레비전 드라마, tvN,2010-03-05 00:00:00
최고의사랑," 2011년 5월 4일 ~ 2011년 6월 23일(본방), 2012년 5월 21일 ~ 2012년 5월 25일(재방)"," 수요일, 목요일 밤 (시간) 문화방송 수목 미니시리즈(본방), 월요일 ~ 금요일 오후 8시 15분(재방)", 16부작, 텔레비전 드라마 드라마 음악 드라마 음악 드라마 음악 드라마 음악 드라마 음악 드라마 음악 드라마 음악, MBC TV(지상파),2011-05-04 00:00:00
"미안하다,사랑한다", 2004년 11월 8일 ~ 2004년 12월 28일, , 16부작," 휴먼 멜로 드라마 발라드 (대중 음악), 드라마 음악", KBS 제2TV(지상파),2004-11-08 00:00:00
까치며느리, 1991년 1월 9일 ~ 1991년 10월 3일, 매주 수·목요일 저녁 9시 55분, 73부작, 텔레비전 드라마, 문화방송,1991-01-09 00:00:00
외과의사봉달희, 2007년 1월 17일 ~ 2007년 3월 15일," 수, 목 밤 9시 55분", 18부작, 메디컬, SBS TV,2007-01-17 00:00:00
사랑은노래를타고, 2013년 11월 4일 ~ 2014년 6월 6일, 매주 평일 밤 8:25 ~ 9:00, 151부작, 드라마 · 연속극, KBS 1TV,2013-11-04 00:00:00
어사박문수, 2002년 12월 9일 ~ 2003년 2월 4일," 매주 월요일, 화요일 밤 9시 55분 ~ 11시 5분", 15부작, 텔레비전 드라마, MBC,2002-12-09 00:00:00
성균관스캔들, 2010년 8월 30일 ~ 2010년 11월 2일," 월요일, 화요일 밤 (시간) 한국방송공사 월화드라마", 20부작," 팩션 사극, 드라마, 코미디, 로맨스", KBS 2TV,2010-08-30 00:00:00
억새풀, 1985년 6월 6일 ~ 1985년 12월 26일," 목요일, 금요일 밤 (시간) 9시 45분 ~ 10시 35분
수요일, 목요일 밤 (시간) 9시 45분 ~ 10시 35분", 57부작, 드라마, MBC,1985-06-06 00:00:00
내일은맑음, 2000년 10월 2일 ~ 2001년 2월 17일, 매주 월·토요일 오전 9시, , 텔레비전 드라마, KBS 2TV,2000-10-02 00:00:00
그저바라보다가, 2009년 4월 29일 ~ 2009년 6월 18일," 수요일, 목요일 밤 (시간) 9시 55분 ~ 11시 5분", 16부작, 로맨스 코미디, KBS 2TV,2009-04-29 00:00:00
이판사판, 2017년 11월 22일 ~ 2018년 1월 11일," 매주 수요일, 목요일 밤 10:00 ~ 11:10", 32부작, 법률, SBS TV,2017-11-22 00:00:00
춤추는가얏고, 1990년 8월 27일 ~ 1990년 10월 16일, 매주 월·화요일 저녁 9시 50분, 16부작, 텔레비전 드라마, 문화방송,1990-08-27 00:00:00
도시락, 2010년 10월 3일, 일요일 밤 11시 35분, 1부작, , MBC,2010-10-03 00:00:00
순금의땅, 2014년 1월 6일 ~ 2014년 8월 22일, 월요일 ~ 금요일 오전 9시 ~ 9시 40분, 163부작, 텔레비전 드라마 · 소설, 한국방송공사 KBS 제2TV,2014-01-06 00:00:00
변혁의사랑, 2017년 10월 14일 ~ 2017년 12월 3일, 매주 토 · 일요일 밤 9시, 16부작, 드라마, tvN,2017-10-14 00:00:00
"하이드지킬,나", 2015년 1월 21일 ~ 2015년 3월 26일," 수요일, 목요일 밤 10시 ~ 11시 15분", 20부작, 로맨틱 코미디 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악, SBS,2015-01-21 00:00:00
사랑, 1998년 2월 2일 ~ 1998년 3월 24일, 매주 월·화요일 밤 9시 55분, 16부작, 드라마 / 멜로, 문화방송,1998-02-02 00:00:00
슬기로운의사생활, 2020년 3월 12일 ~ 2020년 5월 28일, 매주 목요일 밤 9:00 ~ 10:30, 12부작," 메디컬, 휴먼, 드라마 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악", tvN,2020-03-12 00:00:00
아일랜드, 2004년 9월 1일 ~ 2004년 10월 21일, 매주 수 · 목요일 밤 9시 55분, 16부작, 드라마 , MBC,2004-09-01 00:00:00
이젠아무도사랑하지않는다, 1992년 10월 5일 ~ 1993년 4월 10일, 월요일 ~ 토요일 오전 9시 20분, 158부작, 텔레비전 드라마, 문화방송,1992-10-05 00:00:00
으라차차와이키키2, 2019년 3월 25일 ~ 2019년 5월 14일," 매주 월요일, 화요일 밤 9시 30분", 16부작, 드라마, JTBC,2019-03-25 00:00:00
역도요정김복주, 2016년 11월 16일 ~ 2017년 1월 11일," 매주 수, 목 밤 10시", 16부작," 청년, 스포츠, 로맨스, 코미디 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악", MBC TV,2016-11-16 00:00:00
6.25, 1978년 6월 24일 ~ 1978년 6월 30일," 밤 8시 ~ 9시 30분 (1, 7회)
밤 8시 ~ 9시 (2 ~ 6회)", 7부작, 텔레비전 드라마, KBS,1978-06-24 00:00:00
복녀, 1974년 5월 27일 ~ 1974년 10월 25일, 매주 월요일 ~ 금요일 밤 9시 20분, 108부작, 사극 멜로, MBC,1974-05-27 00:00:00
집념, 1975년 9월 22일 ~ 1976년 4월 9일, 밤 9:35 ~ 10:00, 143부작, , MBC,1975-09-22 00:00:00
